"NOTICEID","REFERENCENUMBER","DATEPUBLISHED","VALUEMIN","VALUEMAX","STATUS","URL","ORG_NAME","ORG_CONTACTEMAIL","TITLE","DESCRIPTION","NOTICETYPE","REGION","NOTICE_STATE","NOTICE_STATE_CHANGE_DATE","CLASSIFICATION","NUM_DOCS"
"1714389","3658-1-YJB-MC-RFP HMPYOI Feltham","21/01/2015","12994914.00","12994914.00","Live","http://data.gov.uk/data/contracts-archive/contract/1714389/","","rachana.joshi@yjb.gsi.gov.uk","Education Provision in HMPYOI FELTHAM","The education services cover the initial assessment and on-going management of educational needs for each young offender, from initial reception and induction, through to the time of transfer or release. The contract will address many other key issu","Published Contract Doc Set","England","Published","21/01/2015","80490000|80340000|80310000|80300000|80212000|80210000|80000000|75121000|39162000","9",
"1680531","3658-1-YJB-MC-RFP HMPYOI Wetherby","21/01/2015","12338777.00","12338777.00","Live","http://data.gov.uk/data/contracts-archive/contract/1680531/","","rachana.joshi@yjb.gsi.gov.uk","Education Provision in HMPYOI WETHERBY","The education services cover the initial assessment and on-going management of educational needs for each young offender, from initial reception and induction, through to the time of transfer or release. The contract will address many other key issu","Published Contract Doc Set","England","Published","21/01/2015","80490000|80340000|80310000|80300000|80212000|80210000|80000000|75121000|39162000","8",
"1680529","3658-1-YJB-MC-RFP HMPYOI WERRINGTON","21/01/2015","8154332.00","8154332.00","Live","http://data.gov.uk/data/contracts-archive/contract/1680529/","","rachana.joshi@yjb.gsi.gov.uk","Education Provision in HMPYOI WERRINGTON","The education services cover the initial assessment and on-going management of educational needs for each young offender, from initial reception and induction, through to the time of transfer or release. The contract will address many other key issu","Published Contract Doc Set","England","Published","21/01/2015","80490000|80340000|80310000|80300000|80212000|80210000|80000000|75121000|39162000","8",
"1680525","3658-1-YJB-MC-RFP HMPYOI COOKHAM WOOD","21/01/2015","9147461.00","9147461.00","Live","http://data.gov.uk/data/contracts-archive/contract/1680525/","","rachana.joshi@yjb.gsi.gov.uk","Education Provision in HMPYOI COOKHAM WOOD","The education services cover the initial assessment and on-going management of educational needs for each young offender, from initial reception and induction, through to the time of transfer or release. The contract will address many other key issu","Published Contract Doc Set","England","Published","21/01/2015","80490000|80340000|80310000|80300000|80212000|80210000|80000000|75121000|39162000","8",
"1702270","HCAP15009 ","21/01/2015","2667167.53","2667167.53","Archived","http://data.gov.uk/data/contracts-archive/contract/1702270/","Turner and Townsend on behalf of the HCA","queensmeadow@turntown.com","Queens Meadow Business Park Light Industrial Units","The Homes and Communities Agency (HCA) wish to appoint a suitable contractor to develop design and construct a development of speculative light industrial units with a total area of circa 32,923 sq.ft. together with associated services, drainage and","Below OJEU: Contract Award","Hartlepool","Published","21/01/2015","45213100|45000000","0",
"1714390","FTS4-CBRN14-08","21/01/2015","200000.00","240000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1714390/","","descbrn-com-grad3@mod.uk","Technology Demonstrator Programmes (TDP) Planning","The Chemical, Biological, Radiological and Nuclear (CBRN) Delivery Team (DT) requires appropriate Subject Matter Expert (SME) support to initiate a Technology Demonstrator Programme (TDP) to detail available technology for Chemical Sense capabilitie","Published Tender Doc Set","Bristol, City of","Published","21/01/2015","35113200","1",
"1714392","CBC-0496-T-LS","21/01/2015","0.00","0.00","Archived","http://data.gov.uk/data/contracts-archive/contract/1714392/","Children&#39;s Services - Operations ","linda.sharpstone@centralbedfordshire.gov.uk","CBC-0496-T-LS Preferred Providers List for Early Intervention and Child Poverty Contracts","A Preferred Providers List (PPL) will be introduced where providers will be accredited to provide specifically required services of a particular quality at an agreed price and will be continually monitored in accordance with ongoing performance mana","Below OJEU: Contract","Shefford","Closed","21/01/2015","85311300","0",
"1714393","UoBath/Proc/290","21/01/2015","10000.00","25000.00","Archived","http://data.gov.uk/data/contracts-archive/contract/1714393/","University of Bath","h.passmore@bath.ac.uk","GB-Bath: Artificial Pitch Consultancy Services","The University of Bath requires a contractor to provide Artificial Pitch Consultancy Services for a new 3G Sports Pitch. For more information about this opportunity, please visit the Delta eSourcing portal at: https://www.delta-esourcing.com/tenders","Below OJEU: Contract","Bath and North East Somerset, North Somerset and South Gloucestershire","Closed","21/01/2015","79415200","0",
"1714394","3613196","21/01/2015","24704.00","24704.00","Live","http://data.gov.uk/data/contracts-archive/contract/1714394/","","minorworkssouth@noms.gsi.gov.uk","Installation of Camera Recording System at HMP Chelmsford","Emergency camera recording installation at HMP Chelmsford","Published Contract Doc Set","Chelmsford","Published","21/01/2015","32235000","1",
"1714399","1037","21/01/2015","90000.00","90000.00","Archived","http://data.gov.uk/data/contracts-archive/contract/1714399/","Environment Agency","","3D Accoustic Tracking System","Supply of high resolution 3D acoustic tracking system. A versatile high resolution 3D acoustic tracking system to investigate fine scale movements of fish and eels. The requirement is a 12 hydrophone acoustic tag receiver, standalone mobile tracking","Below OJEU: Contract","Kelvedon","Closed","21/01/2015","03000000","0",
"1714397","CB/BFG/0103","21/01/2015","207000.00","207000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1714397/","","","Season Tickets - Hörnerbahn, Ofterschwang, Bolsterlang, Fischen, Grasgehren and Balderschwang","Purchase of Season Tickets","Published Contract Doc Set","European Union","Published","21/01/2015","80000000","1",
"1702286","CD0967","21/01/2015","0.00","25000.00","Archived","http://data.gov.uk/data/contracts-archive/contract/1702286/","Eastern Facilities Management Solutions Limited","procurement@easternfms.co.uk","Supply and installation of vehicle trackers","Supply and installation for vehicle tracking","Below OJEU: Contract","Suffolk","Closed","21/01/2015","50111110|50111100|42961300|38561100|38548000|34330000|34300000|34224200","0",
"1714400","","21/01/2015","10000.00","25000.00","Archived","http://data.gov.uk/data/contracts-archive/contract/1714400/","Golden Gates Housing Trust","sam.saxon@gght.org.uk","GB-Warrington: Big Local Community Buildings Feasibility Studies","The carrying out of a feasibility study on improving community facilities in the Big Latchford area (Warrington) and to carry out an options appraisal for the development of a Northwood Dream Centre ( Liverpool) and to make recommendations for takin","Below OJEU: Contract","Halton and Warrington","Closed","21/01/2015","79314000|71241000","0",
"1661294","CD1026","21/01/2015","100000.00","150000.00","Archived","http://data.gov.uk/data/contracts-archive/contract/1661294/","Suffolk County Council","ashley.sale@suffolk.gov.uk","Point of Care Testing - NHS Health Checks","Suffolk County Council is seeking a provider to deliver equipment, consumables and training for cholesterol Point of Care Testing for GP Practices.","Below OJEU: Contract","Suffolk","Closed","21/01/2015","33000000|33100000","0",
"1714396","ITT 59661-2","21/01/2015","54560.00","54560.00","Live","http://data.gov.uk/data/contracts-archive/contract/1714396/","","supplier.helpdesk@dh.gsi.gov.uk","THE PROVISION OF A&E QUALITATIVE RESEARCH ","The research aims to understand the behavioural drivers and barriers that lead to the decisions of parents to take their children to A&amp;E in non-urgent situations","Published Contract Doc Set","England","Published","21/01/2015","79320000|79311000|79310000|79300000","5",
"1714398","FTS4-CBRN14-09","21/01/2015","50000.00","60000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1714398/","","descbrn-com-grad3@mod.uk","Security Contractor","The Chemical, Biological, Radiological and Nuclear (CBRN) Delivery Team (DT) requires security expertise, as security accreditation has lapsed for IBDS and LRT and does not exist for SIBCRA. Furthermore, there are individual equipments that require ","Published Tender Doc Set","Bristol, City of","Published","21/01/2015","35113200|72330000","1",
"1714402","0900","21/01/2015","14550.00","14550.00","Archived","http://data.gov.uk/data/contracts-archive/contract/1714402/","Hertfordshire NHS Procurement","lauren.brooks@hertsprocurement.nhs.uk","WHHT - Portering Wheelchairs","WHHT - Portering Wheelchairs","Below OJEU: Contract","Hertfordshire","Closed","21/01/2015","33193120","0",
"1712183","14008","21/01/2015","79700.00","79700.00","Live","http://data.gov.uk/data/contracts-archive/contract/1712183/","","supplier.helpdesk@dh.gsi.gov.uk","TrueColours – Further Development of an Interactive Health Status System","To support the extension/development of a technology that is able to capture patient-reported outcomes (PROMs) and symptoms to help manage two specific long term physical conditions: inflammatory bowel disease and musculo skeletal disease.","Published Contract Doc Set","United Kingdom","Published","21/01/2015","72262000","4",
"1714404","100556","21/01/2015","11489.00","11489.00","Live","http://data.gov.uk/data/contracts-archive/contract/1714404/","","julie.gratton@hsl.gsi.gov.uk","Storage & Virtualisation Systemcare support service ","Storage &amp; Virtualisation Systemcare support service ","Published Contract Doc Set","Buxton Central","Published","21/01/2015","72000000|72600000","0",
"1714406","100498","21/01/2015","12960.00","12960.00","Live","http://data.gov.uk/data/contracts-archive/contract/1714406/","","julie.gratton@hsl.gsi.gov.uk","Support to Airbus Phase 3","Support to Airbus Phase 3","Published Contract Doc Set","Buxton Central","Published","21/01/2015","44400000|73000000|75100000","0",
"1712200","NECS073","21/01/2015","0.00","0.00","Archived","http://data.gov.uk/data/contracts-archive/contract/1712200/","North of England Commissioning Support Unit (NECS) ","NECSU.neprocurement@nhs.net","AQP In Practice Electrocardiogram Monitoring Service","The following Clinical Commissioning Groups (CCG) • NHS Newcastle North and East CCG • NHS Newcastle West CCG in collaboration with North of England Commissioning Support Unit (NECS) wish to commission a service for the provision of an in-practice E","Below OJEU: Contract","Newcastle upon Tyne","Closed","21/01/2015","85100000","0",
"1714412","1113","21/01/2015","15772.00","15772.00","Archived","http://data.gov.uk/data/contracts-archive/contract/1714412/","Hertfordshire NHS Procurement","lauren.brooks@hertsprocurement.nhs.uk","WHHT - Universal Containers","WHHT - Universal Containers","Below OJEU: Contract","Hertfordshire","Closed","21/01/2015","33140000","0",
"1714410","100451","21/01/2015","24948.00","24948.00","Live","http://data.gov.uk/data/contracts-archive/contract/1714410/","","julie.gratton@hsl.gsi.gov.uk","IBM Support Renewal","IBM Support Renewal","Published Contract Doc Set","Buxton Central","Published","21/01/2015","72600000","0",
"1714414","","21/01/2015","1000000.00","5000000.00","Archived","http://data.gov.uk/data/contracts-archive/contract/1714414/","Watford Borough Council","howard.hughes@watford.gov.uk","GB-Watford: Wireless Network for Watford","A Concession Contract is to be advertised for a partner to Enable Wireless Next Generation Access for the Borough of Watford. The Invitation To Tender (ITT) is due to be published during w/c 4 February 2015.The contract will allow for the design, im","Below OJEU: Contract","Hertfordshire","Closed","21/01/2015","32510000","0",
"1714417","ITT_975/ECM_6900","21/01/2015","10000.00","40000.00","Archived","http://data.gov.uk/data/contracts-archive/contract/1714417/","Natural England ","Supplier.enquiries@naturalengland.org.uk","A Review of Thames Basin Heaths Suitable Accessible Natural Greenspace (SANGs) sites
","Natural England would like to contract a review of Suitable Accessible Natural Greenspace (SANGs) provided as mitigation for the effects of housing development on the Thames Basin Heaths (TBH) Special Protection Area (SPA). The contract comprises: A","Below OJEU: Contract","England","Closed","21/01/2015","73000000","0",
"1714418","RA170425","21/01/2015","0.00","0.00","Retracted","http://data.gov.uk/data/contracts-archive/contract/1714418/","Shropshire Healthcare Procurement Service","stephaniebentley@nhs.net","Single Use Surgical Instruments ","Competition Title : Single Use Surgical Instruments <br>
Competition Notes : NHS Terms and Conditions for the Provision of Goods will apply to this Contract. Please find a copy attached.<br>
<br>
For full details, see how to apply below.","Below OJEU: Contract","Bowbrook ","Closed","21/01/2015","33000000","0",
"1712195","Bravo Project 1860","20/01/2015","0.00","30000.00","Replaced","http://data.gov.uk/data/contracts-archive/contract/1712195/","Public Health England","tim.purchase@phe.gov.uk","Health Economics Metrics ","Please see attached &#39;Specification Document&#39;.","Below OJEU: Contract","England","Closed","21/01/2015","85100000|85140000","0",
